time,h,v,h_sim,v_sim
0.0,0.0008057151219453257,0.0010954825084017426,0.0008057151219453257,0.0010954825084017426
1.654293929248637,0.0008843641645379527,0.0011660488917838532,0.0009813774619880841,0.001190978307864571
4.332139444098845,0.0013633947116712323,0.001255519111610469,0.001614232317747445,0.0012548495043871696
7.907026788117444,0.002368156772717258,0.0013489994826361138,0.0028065309605619774,0.0012830303488318312
12.229987002835543,0.004789491770188274,0.0013755710949046138,0.004563670587772388,0.0012753215474083474
16.346387602836813,0.008147108854374476,0.0013243877633645543,0.006792464407603774,0.0012349812666551257
20.005518871147782,0.011738688573762564,0.0012345177754267053,0.009334589741798854,0.0011675010126405252
22.6615797872352,0.014886111788160003,0.001129264753202179,0.012007624791238198,0.0010796007883863497
23.654854940608157,0.016117498355216184,0.0010857688316446542,0.014640474305902809,0.000978439461485981
24.053302109418134,0.016628395406100716,0.0010670326449980603,0.017094501965503314,0.0008708622926967503
24.053302109418134,0.016628395406100695,0.0010670326449980301,0.017094501965503314,0.0008708622926967503
25.659876021476904,0.01876702491768556,0.000985535170515402,0.019267121357354932,0.000765380621947557
28.285676540449067,0.022233351446769377,0.0008540810994572653,0.021097304676981125,0.0006721434643822992
31.83562812211102,0.02678124882520522,0.0006848226976325141,0.022553204011925385,0.0006011906309366268
36.15858833682911,0.03131218364814818,0.000540426652151214,0.023591149630982165,0.0005708281609643774
40.283477688120115,0.03473145114937939,0.00045376006034627756,0.024102759407212553,0.0006099116491120271
43.9822038387557,0.03726438444885793,0.00040605131909976727,0.023911622070255874,0.0007362822204422903
46.63826475484312,0.03870275220000815,0.00039284292128947745,0.022808707704764015,0.0009388273575135961
47.68887734830968,0.039217294790201564,0.00039092651065929587,0.020612690582867497,0.001193205373812337
48.10660421883627,0.039401409926787194,0.0003914091092505751,0.01726494967838995,0.0014765476531703719
48.10660421883627,0.03940140992678718,0.00039140910925059534,0.01726494967838995,0.0014765476531703719
49.66545811370517,0.040003579625424425,0.00039818525340600035,0.012955699081790988,0.0017639547148442898
52.2392136367993,0.04075881242439209,0.0004236514073009401,0.008289466768239221,0.002025094439775995
55.76422945610461,0.04158252190043793,0.00047113063098948,0.00440783761827299,0.0022220553621857
60.0871896708227,0.04188622154916536,0.0005717405037530593,0.00270352053103696,0.0023172637465253138
64.22056777340346,0.041835897509047926,0.0006884734566614475,0.003935431495835573,0.0023030977063856575
67.95888880636365,0.04158421535479959,0.0008065094264843806,0.007840820596991396,0.0022051867837477907
70.61494972245104,0.04131071935585665,0.0008962152401127163,0.013077792202479035,0.0020623524662321518
71.72289975601122,0.04119771362598158,0.0009335974560859087,0.018332882974357114,0.0019127361050565808
72.15990632825442,0.04115362189054357,0.0009483252740877727,0.02262593654860435,0.0017934126527311362
72.15990632825442,0.04115362189054352,0.0009483252740877745,0.02262593654860435,0.0017934126527311362
73.67104020593347,0.04102101227765612,0.0009981474840976882,0.025349680872446965,0.0017371638384925542
76.19275073314952,0.040885499305406206,0.0010763899810563092,0.0261386568145693,0.001767073830431723
79.69283079009816,0.04078941879648035,0.001179673192599531,0.024758809619395857,0.001888869774327423
84.01579100481628,0.04126753896473854,0.001271955592066343,0.02113089751620394,0.002087794370821093
88.15765785868675,0.04220897333958135,0.0013333147666639718,0.015570714817042622,0.0023249665790348968
91.93557377397156,0.04340232279282664,0.0013710955843188577,0.00930476597244408,0.002524589465513622
94.59163469005898,0.04442720984814567,0.0013898572430812285,0.00450131304967406,0.0026213025439324735
95.75692216371274,0.04486497456699815,0.00139914576931998,0.002985735862556795,0.002635694265524301
96.21320843767256,0.045030225205544464,0.001403331229831771,0.004590337819508283,0.002613502121407592
96.21320843767256,0.0450302252055444,0.0014033312298317889,0.004590337819508283,0.002613502121407592
97.67662229816173,0.045507263294493894,0.0014200102771263477,0.008206058417404847,0.0025663783733417636
100.14628782949974,0.04621821839460945,0.001452115108111452,0.01316841778587727,0.0024823600909478897
103.62143212409173,0.047140576321161656,0.0015005437431216257,0.018996416689532416,0.002368122120614339
107.94439233880988,0.04822498153211103,0.001561943967242067,0.025066158085911564,0.0022440161552456026
112.09474794397006,0.0491973064782865,0.0016265761623909082,0.03085124254015283,0.0021255820837140804
115.91225874157948,0.050011226468380875,0.0016918980827488775,0.03604328895538834,0.0020202844667824476
118.56831965766688,0.050388459898701866,0.0017484829811305462,0.04052729603031942,0.001932043302758323
119.79094457141426,0.05055097903811204,0.001775319930793005,0.04423731535674097,0.0018650463208846333
120.26651054709069,0.05060754369906484,0.0017862309529308599,0.04714496921124538,0.0018256159487643013
120.26651054709069,0.05060754369906485,0.0017862309529308818,0.04714496921124538,0.0018256159487643013
121.68220439039001,0.05071063074904688,0.001822655900724959,0.04924361252125846,0.0018185049958009303
124.09982492584999,0.050879515664224224,0.0018831250093854423,0.05043437844877047,0.0018457558258054363
127.55834537887088,0.05111443282024916,0.0019680101972113897,0.05040710192410045,0.0019178982816317378
131.87299367280343,0.05210290776490429,0.002034694579915019,0.048883067594274375,0.0020479143138208964
136.03183802925335,0.0533247997036732,0.0020898236305161074,0.0457704579590042,0.002239040148126695
139.8889437091874,0.05464355766017872,0.0021354401543813347,0.04127283089264603,0.0024712168815713186
142.54500462527483,0.055385127921818086,0.002177639979589591,0.035493165580846295,0.0027078838119331166
143.8249669791158,0.05573244029667812,0.0021987159650349694,0.028700777079584162,0.002934605670604707
144.31981265650884,0.05585985060292809,0.002207369293311338,0.021066055915049463,0.0031526740372985543
144.31981265650884,0.05585985060292809,0.002207369293311342,0.021066055915049463,0.0031526740372985543
145.6877864826183,0.05612042093494354,0.002236595288390732,0.012810107002074151,0.0033503010238309897
148.05336202220022,0.056509539531997784,0.0022878807092119526,0.003973162076598258,0.00350610683631336
151.51188247522109,0.057012381255391965,0.0023636629225031705,-0.005463029988826897,0.003577570902184034
155.801595006797,0.05816584046598526,0.002425545039628251,-0.014396722380667085,0.003560396803887096
159.96892811453665,0.05956755434746244,0.002475561203089162,-0.02127018683454026,0.0035013020025188735
163.86562867679532,0.06110009829017053,0.00251516632308376,-0.026001258185794445,0.003435143087460499
166.52168959288275,0.0620013698116316,0.0025516233233304924,-0.02984920526885854,0.003376568787610612
167.8589893868173,0.06244543782367062,0.002570714272943492,-0.034024350857897505,0.0033350352774102923
168.37311476592697,0.06260863258399303,0.0025786235678277314,-0.0392077829707652,0.003315397106711823
